"id","user","level","game","datetime","event_name","value_0","value_1","value_2","value_3","value_4","value_5"
"139","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:40","EnemyKilled","Eraser","12002","132,9781","-13,03987","",""
"140","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:44","EnemyKilled","Eraser","11998","141,5281","-13,03987","",""
"141","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:44","EnemyKilled","Shooter (2)","12078","141,5281","-13,03987","",""
"142","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:46","EnemyKilled","Eraser","12006","149,5481","-13,03987","",""
"143","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:46","EnemyKilled","Shooter (4)","12072","149,5481","-13,03987","",""
"144","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:48","InkStatusAtCheckpoint","4","0,1298738","0","0,12","",""
"145","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:48","CheckpointTime","3","4","13","","",""
"146","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:55:56","InkFinished","Damage","","","","",""
"147","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:55:58","PlayerDeath","98,7776","1,083208","","","",""
"148","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:55:59","InkFinished","Climb","","","","",""
"149","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:55:59","InkFinished","Damage","","","","",""
"150","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:56:00","PlayerDeath","110,1961","6,474435","","","",""
"151","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:56:07","PlayerDeath","168,3299","-22,5526","","","",""
"152","b2e88c8c-71d1-404b-aa8f-1709a5a15042","damage_tutorial_002","1","06/12/20 22:56:08","InkFinished","Climb","","","","",""
"153","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:56:22","LevelTime","133","","","","",""
"154","4aa7545c-4309-4486-a12f-92d9ffa6a25b","build_tutorial_000","3","06/12/20 22:56:24","LevelFeedback","VeryHappy","","","","",""
"155","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:56:29","InkFinished","Climb","","","","",""
"156","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:56:29","InkFinished","Damage","","","","",""
"157","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:56:29","InkFinished","Construction","","","","",""
"158","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:56:39","InkStatusAtCheckpoint","1","0,4372254","0","0","",""
"159","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:56:39","CheckpointTime","0","1","9","","",""
"160","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:16","CheckpointTime","1","2","36","","",""
"161","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:16","InkStatusAtCheckpoint","2","0,08272743","0","0","",""
"162","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:24","EnemyKilled","Eraser","11988","68,75813","-11,80987","",""
"163","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:24","EnemyKilled","Shooter","12068","68,75813","-11,80987","",""
"164","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:33","EnemyKilled","Jumper (3)","11938","83,22813","-16,21277","",""
"165","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:33","EnemyKilled","JumperEraser","11952","83,22813","-16,21277","",""
"166","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:33","EnemyKilled","Jumper (4)","11928","86,21812","-15,62309","",""
"167","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:33","EnemyKilled","JumperEraser","11958","86,21812","-15,62309","",""
"168","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:34","EnemyKilled","JumperEraser","11956","89,26813","-17,66136","",""
"169","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:34","EnemyKilled","Jumper (5)","11922","89,26813","-17,66136","",""
"170","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:36","InkFinished","Construction","","","","",""
"171","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:37","EnemyKilled","Jumper (6)","11948","92,24812","-16,66409","",""
"172","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:37","EnemyKilled","JumperEraser","11932","92,24812","-16,66409","",""
"173","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:53","EnemyKilled","JumperEraser","11962","103,6681","-16,82388","",""
"174","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:53","EnemyKilled","Jumper (7)","11964","103,6681","-16,82388","",""
"175","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:54","InkFinished","Damage","","","","",""
"176","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:54","EnemyKilled","JumperEraser","11946","108,0781","-16,37968","",""
"177","4aa7545c-4309-4486-a12f-92d9ffa6a25b","damage_tutorial_002","4","06/12/20 22:57:54","EnemyKilled","Jumper (8)","11930","108,0781","-16,37968","",""
